68|У меня почти никогда не бывает болей в области шеи сзади
69|Номер этого пункта следует обвести кружочком
70|Мне нравилось играть в «садовника» или «колечко» (т.е. в такие игры, где мальчики и девочки выбирали друг друга, исходя из личных симпатий)
71|Думаю, что многие преувеличивают свои несчастья, чтобы добиться сочувствия и помощи
72|Несколько раз в неделю или чаще меня беспокоят неприятные ощущения в верхней части живота (под ложечкой)
73|Я значительная личность
74|Я всегда думаю: «Хорошо, что я родилась женщиной»
75|Иногда я бываю сердитой
76|Большую часть времени у меня подавленное настроение
77|Мне нравится читать о любви
78|Я люблю поэзию
79|Меня не так легко задеть (я не обидчива)
80|Иногда я дразню животных
81|Думаю, мне понравилась бы работа лесничего
82|Меня легко переубедить
83|Любой, кто может и хочет усердно трудиться, имеет хорошую возможность добиться успеха
84|Мне сейчас трудно отказаться от надежды добиться чего-либо в жизни
85|Иногда меня так привлекают чужие вещи (перчатки, туфли и т.д.), что мне хочется украсть их, хотя они мне не нужны
86|Мне, безусловно, не хватает уверенности в себе
87|Мне бы понравилось заниматься разведением цветов
88|Я считаю, что жизнь стоит того, чтобы жить
89|Нужно множество доказательств, чтобы убедить людей в какой-либо истине
90|Иногда я откладываю на завтра то, что должна сделать сегодня
91|Я не против, если меня используют как мишень для насмешек
92|Мне бы понравилось работать няней, ухаживать за больными
93|Я считаю, что большинство людей способны солгать, если это в их интересах
94|Я часто совершаю поступки, о которых потом сожалею (сильнее и чаще, чем другие)
95|Я регулярно принимаю участие в собраниях и других общественных мероприятиях
96|Я очень редко ссорюсь с членами моей семьи
97|Временами я испытываю непреодолимую потребность причинить кому-нибудь вред или сделать что-либо неприличное
98|Я верю, что в конце концов справедливость восторжествует
99|Я люблю ходить в гости или в другие места, где бывает много шумных забав
100|Я встречала проблемы с таким множеством решений, что мне трудно было остановиться на одном из них
101|Я считаю, что женщина в половом отношении должна иметь такую же свободу, как и мужчина
102|Самая трудная борьба для меня — это борьба с самим собой
103|У меня очень редко бывают мышечные судороги или подергивания (или не бывает совсем)
104|У меня нет оснований беспокоиться о том, что со мной будет
105|Иногда, когда я себя плохо чувствую, я бываю раздражительна
106|Большую часть времени у меня такое чувство, как будто я сделала что-то плохое или злое
107|Большую часть времени я чувствую себя счастливым
108|Я почти все время испытываю чувство заполненности в голове или в носу
109|Некоторые люди так любят командовать, что мне хочется все сделать наоборот, даже если я знаю, что они правы
110|Я знаю, что есть люди, настроенные против меня
111|Я никогда не шла на опасное дело ради сильных впечатлений
112|Я часто нахожу необходимым отстаивать то, что считаю правильным
113|Я понимаю, как важны законы
114|Я часто чувствую, что голова как бы стянута обручем
115|Я верю в справедливость
116|Я получаю больше удовольствия от игры или скачек, если держу пари
117|Большинство людей честны только потому, что боятся наказания
118|В школе меня иногда вызывали к директору за прогулы
119|Моя речь такая же, как всегда (не быстрее, не медленнее, без хрипоты и затруднений в произношении)
120|Мои манеры за столом у себя дома не так хороши, как в гостях
121|Номер этого пункта следует обвести кружочком
122|По-видимому, я так же способен и сообразителен, как и большинство других окружающих меня людей
123|Номер этого пункта следует обвести кружочком
124|Я считаю, что большинство людей ради выгоды скорее поступят нечестно, чем упустят случай
125|Меня очень беспокоит мой желудок
126|Мне нравится драматургия
127|Я знаю, кто виноват в большинстве моих неприятностей (не имея в виду себя)
128|При виде крови я не пугаюсь и мне не становится дурно
129|Часто я не могу понять, почему я была такой упрямой и ворчливой
130|У меня никогда не было кровавой рвоты или кашля с кровью
131|Меня не тревожит опасность заразиться какой-нибудь болезнью
132|Я люблю собирать цветы или выращивать комнатные растения
133|Номер этого пункта следует обвести кружочком
134|Временами мои мысли текут быстрее, чем я успеваю их высказывать
135|Я перехожу улицу в неположенном месте, если уверен, что меня не заметит полицейский
136|Если мне делают что-то приятное, меня обычно интересует, что за этим кроется
137|Я считаю, что в моем доме жизнь идет не хуже, чем у большинства моих знакомых
138|Критика и замечания ужасно обижают и ранят меня
139|Иногда я чувствую, что должна нанести повреждение или самому себе, или кому-нибудь другому
140|Я люблю готовить еду
141|Мое поведение в значительной степени определяется правилами и привычками окружающих меня людей
142|Временами я бываю уверена в собственной бесполезности
143|В детстве я была в такой компании, где все во всем стояли друг за друга
144|Мне нравится солдатская служба
145|Временами меня так и подмывает вступить в драку
146|У меня страсть к перемене мест, и я не могу быть счастливой без путешествий и странствий
147|Я часто многое теряю из-за того, что не могу достаточно быстро принять решение
148|Я теряю терпение с людьми, которые обращаются за советом или как-нибудь иначе отвлекают меня во время серьезной работы
149|Я вела дневник
150|В игре мне приятнее выигрывать, чем проигрывать
151|Номер этого пункта следует обвести кружочком
152|Большей частью я засыпаю без тревожных мыслей
153|Последние несколько лет мое самочувствие большую часть времени хорошее
154|У меня никогда не было припадков или судорог(если 'не было' - ответ 'Верно')
155|У меня довольно постоянный вес
156|У меня бывают такие состояния, когда я не осознаю, что делаю
157|Я считаю, что меня часто незаслуженно наказывали
158|Я легко могу заплакать
159|Я стала хуже понимать содержание прочитанного
160|Я сейчас чувствую себя лучше, чем когда-либо в жизни
161|Теменная часть головы у меня иногда бывает очень чувствительной
162|Я бываю возмущена и раздосадована, когда приходится признать, что меня умело провели
163|Я бы не сказала, что я быстро устаю (я не устаю - 'верно')
164|Мне нравится читать литературу по своей специальности
165|Мне нравится иметь значительных людей среди моих знакомых, так как это повышает мой престиж
166|Мне страшно смотреть вниз с высоты
167|Я бы не стала волноваться, если бы кто-нибудь из членов моей семьи оказался в положении нарушившего закон
168|Номер этого пункта следует обвести кружочком
169|Я не боюсь иметь дело с деньгами
170|Меня не беспокоит, что обо мне говорят другие
171|Мне бывает неудобно дурачиться на вечеринке, даже если все остальные это делают
172|Мне часто приходится скрывать свою застенчивость ценой больших усилий
173|Я любила школу
174|Я никогда не падала в обморок
175|У меня не бывает головокружений (или бывают, но очень редко)
176|Я бы не сказала, что очень боюсь змей
177|Моя мать- хорошая женщина
178|С памятью у меня все благополучно
179|Я обеспокоена некоторыми пунктами, связанными с половой жизнью
180|Мне трудно поддерживать разговор с людьми, с которыми я только что познакомилась
181|Когда мне скучно, я стараюсь устроить что-нибудь веселое
182|Номер этого пункта следует обвести кружочком
183|Я против того, чтобы подавать милостыню
184|Номер этого пункта следует обвести кружочком
185|Мой слух не хуже, чем у большинства людей
186|Я замечаю, что мои руки дрожат, когда я пытаюсь что-нибудь делать
187|Мои руки не стали неловкими
188|Я могу долго читать без заметного утомления глаз
189|Большую часть времени я чувствую слабость
190|У меня редко болит голова
191|Иногда, когда я смущаюсь, я обливаюсь потом, и мне это очень неприятно
192|Мне не трудно сохранять равновесие при ходьбе
193|У меня не бывает приступов лихорадки или астмы
194|У меня бывали приступы, во время которых я не управляла своими движениями и речью, но понимала, что происходит вокруг
195|Не все, кого я знаю, мне нравятся
196|Я люблю посещать места, где никогда не бывала раньше
197|Номер этого пункта следует обвести кружочком
198|Я предаюсь мечтам нечасто
199|Детей следует учить правильному представлению об основных вопросах половой жизни
200|Номер этого пункта следует обвести кружочком
201|Я бы хотела быть не такой застенчивой
202|Я считаю себя обреченным человеком
203|Если бы я была журналисткой, мне бы понравилось писать о театре
204|Мне бы понравилось быть журналисткой
205|Номер этого пункта следует обвести кружочком
206|Я очень строго придерживаюсь принципов нравственности и морали, гораздо больше всех окружающих меня людей
207|Я люблю разные игры и развлечения
208|Мне нравится флиртовать (вести игривый разговор с нравящимся мне мужчиной)
209|Я уверена, что моим проступкам нет прощения
210|Вся пища кажется мне одинаковой на вкус
211|Мне хочется спать днем, а ночью я страдаю от бессонницы
212|Мои родные обращаются со мной как с ребенком, а не как со взрослым
213|При ходьбе я очень осторожно перешагиваю через трещины в тротуаре
214|У меня никогда не было каких-либо высыпаний на коже, которые бы меня тревожили
215|Я чрезмерно увлекался алкогольными напитками
216|В моей семье отношения менее теплые и дружеские, чем в других семьях
217|Я часто замечаю за собой, что тревожусь о чем-то
218|Меня мало трогает вид страдающего животного
219|Думаю, мне бы понравилась работа, связанная с материальным снабжением больших организаций
220|Я люблю свою мать
221|Меня интересует наука
222|Мне не трудно просить об услуге моих друзей, даже если я не могу ответить тем же
223|Я очень люблю охоту
224|Мои родители часто не одобряли моих знакомств
225|Иногда я могу немного посплетничать
226|У некоторых членов моей семьи есть привычки, которые меня очень раздражают и надоедают мне
227|Мне говорили, что я хожу во сне
228|Временами я чувствую, что мне необыкновенно легко принимать решения
229|Я бы охотно вступил в несколько разных интернет обществ
230|Я почти никогда не замечал у себя приступов сердцебиения или одышки
231|Я люблю поговорить на сексуальные темы, т.е. связанные с вопросами пола
232|Я наметил себе жизненную программу, основанную на чувстве долга и ответственности, и стараюсь ее выполнять
233|Иногда я не уступаю людям не потому, что дело действительно важное, а просто из принципа
234|Я легко выхожу из себя, но быстро успокаиваюсь
235|Я была вполне независима и свободна от принятых в нашей семье правил и традиций
236|Я слишком часто предаюсь размышлениям
237|Почти все мои родственники относятся ко мне хорошо
238|У меня бывают периоды такого сильного беспокойства, когда я не могу долго усидеть на одном месте
239|Я испытала разочарование в любви
240|Моя внешность никогда не вызывает у меня беспокойства
241|Я часто вижу такие сны, о которых лучше умолчать
242|Я не считаю себя более нервным, чем большинство окружающих
243|У меня редко что-нибудь болит
244|Мои поступки обычно бывают неправильно поняты окружающими
245|Мои родители и другие члены семьи часто без всяких оснований ко мне придираются
246|Моя шея часто покрывается красными пятнами
247|У меня есть основание испытывать чувство зависти к некоторым членам моей семьи
248|Иногда без всякой причины, или даже когда дела идут неважно, я чувствую себя взволнованно-счастливой, «на вершине блаженства»
249|Я уверена, что того, кто совершает злые поступки, в будущем ожидает кара
250|Я не осуждаю того, кто стремится урвать от жизни все, что только может
251|У меня бывали такие провалы в сознании, когда мои действия были прерваны и я не понимала, что происходит вокруг
252|Никому нет дела до того, что с тобой случится
253|Я могу дружелюбно относиться к людям, поступки которых я не одобряю
254|Мне нравится бывать в компании, где любят подшучивать друг над другом
255|Иногда я даю хорошую оценку людям, о которых знаю очень мало
256|Наиболее интересная страница в интернете — отдел юмора
257|Обычно я надеюсь на успех, если берусь за какое-нибудь дело
258|Я верю в торжество справедливости
259|Мне очень трудно начать какую бы то ни было работу
260|В школе я плохо усваивала материал
261|Будь я художником, мне бы нравилось рисовать цветы
262|Моя внешность меня не особенно огорчает
263|У меня повышенная потливость, даже при прохладной погоде
264|Я абсолютно уверена в себе
265|Безопаснее никому не доверять
266|Номер этого пункта следует обвести кружочком
267|Когда я нахожусь среди людей, мне трудно подобрать тему для разговора
268|Испорченное настроение мне всегда легко исправить чем-нибудь интересным
269|Иногда я для забавы пугаю людей, так как мне легко заставить других бояться меня
270|Выйдя из дома, я не волнуюсь о том, закрыта ли дверь, выключен ли газ и т.д.
271|Я не осуждаю человека за обман тех, кто легко позволяет себя обманывать
272|Временами я бываю полна энергии
273|У ощущаю онемение на некоторых участках кожи
274|Мое зрение такое же острое, как и раньше
275|Номер этого пункта следует обвести кружочком
276|Я люблю детей
277|Временами меня так забавляет ловкость мошенника, что мне хочется, чтобы ему повезло
278|Я часто замечала, что незнакомые люди смотрят на меня критически
279|Я ежедневно выпиваю необычайно большое количество воды
280|Большинство людей заводят знакомства потому, что друзья могут оказаться полезными
281|Я редко замечаю у себя шум или звон в ушах
282|Временами я испытываю ненависть к членам своей семьи, которых обычно люблю
283|Если бы я была журналисткой, то предпочла бы писать о спорте
284|Я убеждена, что являюсь предметом обсуждения
285|Бывает, что я смеюсь по поводу вольной (неприличной) шутки
286|Счастливее всего я себя чувствую в одиночестве
287|У меня меньше оснований опасаться чего-либо по сравнению с другими
288|У меня бывают приступы тошноты или рвоты
289|Меня возмущает, что преступника по каким-либо причинам могут освободить и он остается безнаказанным, благодаря ловким аргументам адвоката
290|Работа дается мне ценой значительного напряжения (я работаю с большим напряжением)
291|В моей жизни бывали случаи, когда я чувствовала, что кто-то заставляет меня действовать, гипнотизируя меня
292|Я предпочитаю не заговаривать с людьми, пока они сами не обратятся ко мне
293|Номер этого пункта следует обвести кружочком
294|Я никогда не нарушала закона
295|Я любила сказки Андерсена «Гадкий утенок», «Стойкий оловянный солдатик» и другие
296|У меня бывают периоды беспричинной веселости
297|Я бы хотела избавиться от мыслей, связанных с половым вопросом, так как они меня беспокоят
298|Когда несколько человек попадают в неприятную историю, им лучше условиться, что потом говорить
299|Думаю, что я чувствую все более остро, чем большинство людей
300|В моей жизни не было такого периода, когда я любила играть в куклы
301|Жизнь для меня большую часть времени связана с напряжением
302|У меня никогда не было неприятностей из-за моего поведения, связанного с вопросами пола
303|Я настолько болезненно отношусь к некоторым темам, что стараюсь не касаться их в разговоре
304|В школьные годы мне было очень трудно говорить перед всем классом
305|Большую часть времени я чувствую себя одинокой, даже находясь среди людей
306|Я получаю от окружающих столько сочувствия, сколько заслуживаю
307|Я отказываюсь играть в некоторые игры из-за того, что неважно играю
308|Временами мне очень хотелось покинуть дом
309|Мне кажется, что я схожусь с людьми так же легко, как и другие
310|Моя половая жизнь удовлетворительна
311|В юности было время, когда я совершала мелкие кражи
312|Мне неприятно быть среди людей
313|Человек, оставляющий ценные вещи без присмотра и вводящий этим в искушение, почти в той же степени виноват, что и вор
314|Временами мне в голову приходят такие нехорошие мысли, что о них лучше не рассказывать
315|Я считаю, что жизнь ко мне беспощадна
316|Думаю, что почти каждый может солгать, чтобы избежать неприятностей
317|Я более обидчива, чем большинство людей
318|Моя повседневная жизнь полна событий, интересующих меня
319|Большинству людей не нравится поступаться своими интересами ради других
320|Мне часто снятся сны на темы, связанные с половой жизнью
321|Меня легко ввести в смущение
322|Меня беспокоят мои денежные и служебные дела
323|У меня бывали совершенно необычные, очень странные, своеобразные переживания
324|Я никогда ни в кого не была влюблена
325|Я напугана тем, что совершил кое-кто из членов моей семьи
326|Временами у меня бывают приступы смеха или плача, которые я не могу контролировать
327|Мне часто приходилось подчиняться родителям, даже тогда, когда они, на мой взгляд, были неправы
328|Я замечаю, что мне трудно сосредоточиться на определенной задаче или работе
329|Мне очень редко снятся сны
330|У меня никогда не было параличей или необычной слабости в мышцах рук, ног или других частей тела
331|Если бы люди не интриговали против меня, я бы добилась гораздо большего
332|Иногда я теряю голос, или он меняется, даже если я не простужена
333|Мне кажется, что нет такого человека, который понимал бы меня
334|Номер этого пункта следует обвести кружочком
335|Мне трудно сосредоточить мысли на чем-то одном
336|Я легко теряю терпение с людьми
337|Я почти все время испытываю чувство тревоги или беспокойства за кого-то или за что-то
338|У меня, безусловно, больше причин для волнений, чем у других
339|Большую часть времени я желаю себе смерти
340|Иногда я бываю настолько возбуждена, что мне трудно уснуть
341|Иногда я так хорошо слышу, что это мне мешает
342|Я сразу забываю то, что мне говорят
343|Я обычно должна остановиться и подумать, прежде чем сделать что-то, даже если речь идет о мелочах
344|Я часто перехожу на другую сторону улицы, чтобы не встретиться с тем, кого я увидел
345|У меня часто бывает такое чувство, что все вокруг нереально
346|У меня есть привычка считать ненужные предметы, такие как окна, лампочки, вывески и т.д.
347|У меня нет врагов, которые бы всерьез хотели мне навредить
348|Меня настораживают люди, которые относятся ко мне более дружелюбно, чем я ожидал
349|Номер этого пункта следует обвести кружочком
350|Номер этого пункта следует обвести кружочком
351|Я становлюсь тревожной и расстроенной, когда приходится хотя бы ненадолго уезжать из дома
352|Я боюсь некоторых предметов и людей, хотя знаю, что они мне не опасны
353|Я не боюсь войти в комнату, где уже собрались и разговаривают люди
354|Я боюсь пользоваться ножом или другими острыми предметами
355|Иногда мне бывает приятно причинить зло тем, кого я люблю
356|Мне труднее сосредоточиться, чем другим
357|Я не раз бросала какое-нибудь дело, так как считала, что не справлюсь с ним
358|Мне приходят в голову плохие, часто даже ужасные слова, и я не могу от них избавиться
359|Иногда какая-нибудь маловажная мысль крутится в голове и надоедает мне несколько дней подряд
360|Почти каждый день случается что-нибудь пугающее меня
361|Я склонна тяжело все переживать
362|Я более обидчива, чем большинство людей
363|Иногда мне было приятно, если мне причинял страдания человек, которого я люблю
364|Люди говорят обо мне оскорбительные и пошлые вещи
365|Мне неспокойно, когда я нахожусь в закрытом помещении
366|Даже находясь среди людей, я большую часть времени чувствую себя одинокой
367|Я не боюсь огня
368|Иногда я стараюсь держаться дальше от людей, чтобы не сделать или не сказать что-либо, о чем потом буду жалеть
369|Вопросы религии меня не занимают
370|Ненавижу, когда я должна спешить в работе
371|Не могу сказать, что я чрезмерно застенчива
372|Я скорее склонна увлекаться многим, чем на долгое время остановиться на чем-то одном
373|Я уверена, что существует одно, единственно правильное понимание смысла жизни
374|Временами мне кажется, что мой рассудок работает медленнее, чем обычно
375|Когда я чувствую себя счастливой и полной сил, кто-нибудь своим плохим настроением может все испортить
376|Бухгалтеры обычно — честные люди
377|На вечеринке я чаще сижу одна или беседую с одним из гостей, чем со всей группой
378|Мне не нравится, когда женщина курит
379|У меня редко бывают приступы плохого настроения
380|Когда кто-нибудь высказывает глупость или невежество в отношении известных мне вещей, я стараюсь его поправить
381|Мне часто говорят, что я вспыльчива
382|Мне хотелось бы избавиться от раздумий по поводу своих высказываний, которые, как мне кажется, могли кого-нибудь обидеть или огорчить
383|Люди часто разочаровывают меня
384|Я чувствую, что не смогла бы рассказать кому-либо все о себе
385|Молния — одно из тех явлений, которые вызывают у меня страх
386|Я люблю держать людей в неведении относительно того, что собираюсь делать
387|Всякие чудеса я считаю только трюками, которые одни люди разыгрывают перед другими
388|Мне страшно быть одной в темноте
389|Мои планы нередко кажутся полными трудностей, из-за чего я отказываюсь от них
390|Меня часто неправильно понимают, когда я пытаюсь предостеречь кого-нибудь от ошибки, и это мне очень обидно
391|Я люблю ходить на такие вечера, где можно потанцевать
392|Буря вселяет в меня ужас
393|Лошадей, которые плохо везут, нужно бить
394|Я часто пользуюсь советами людей
395|Будущее слишком неопределенно, чтобы строить серьезные планы
396|Часто, даже если идут дела хорошо, я чувствую, что мне все безразлично
397|У меня бывает такое чувство, что трудностей слишком много и нет смысла пытаться их преодолеть
398|Мне часто думается: «Хорошо бы снова стать ребенком»
399|Меня трудно рассердить
400|Если бы позволили условия, я бы могла принести человечеству большую пользу
401|Я не испытываю страха перед водой
402|Чтобы прийти к решению вопроса, я часто откладываю его рассмотрение на завтра
403|Это великолепно — жить в наше время, когда происходит столько всяких интересных событий
404|Люди часто не понимают моих намерений, когда я пытаюсь поправить их или помочь им
405|У меня нет затруднений при глотании
406|Мне часто приходилось встречать людей, которые считались специалистами, а на деле знали не больше моего
407|Обычно я спокойна и меня нелегко вывести из равновесия
408|Я склонна скрывать свои чувства из тех соображений, что люди невольно могут обидеть меня
409|Временами я изматываю себя тем, что берусь за слишком многое
410|Мне, безусловно, доставило бы удовольствие провести мошенника его же способом
411|Я чувствую себя неудачницей, когда слышу об успехах знакомых мне людей
412|Я не боюсь обращаться к врачу, когда заболею или поранюсь
413|Я заслуживаю сурового наказания за свои проступки
414|Я склонна так остро переживать разочарование, что долго не могу выкинуть это из головы
415|При хорошем стечении обстоятельств я бы могла стать крупным хорошим руководителем
416|Мне не по себе, если кто-нибудь наблюдает, когда я работаю, даже если я знаю, что справлюсь со своим делом хорошо
417|Часто меня настолько раздражает субъект, пытающийся пролезть впереди меня без очереди, что я не премину ему это высказать
418|Временами мне кажется, что я ни на что не годна
419|Я часто прогуливала в школе
420|Мне случалось испытывать чрезвычайно необычные мистические переживания
421|В моей семье есть очень нервные люди
422|Я испытываю неловкость за некоторых членов моей семьи из-за рода их работы
423|Я люблю (или любила раньше) рыбную ловлю
424|Большую часть времени я испытываю чувство голода
425|Я часто вижу сны
426|Временами я вынуждена быть резкой и грубой с раздражающими меня людьми
427|Меня смущают неприличные анекдоты
428|Мне нравится читать основополагающие статьи в изданиях
429|Я люблю слушать лекции на серьезные темы
430|Меня влечет к лицам противоположного пола
431|Меня мало волнует возможность каких-нибудь неприятностей
432|Мои убеждения и взгляды непоколебимы
433|Я привыкла иметь воображаемого собеседника
434|Я бы хотела быть автогонщиком
435|Я предпочла бы работать с женщинами
436|Люди обычно требуют большего уважения к своим правам, чем сами уважают чужие
437|Вполне можно обойти закон, если вы этим его по существу не преступаете
438|Есть люди, которые мне настолько неприятны, что я внутренне радуюсь, когда они получают по заслугам
439|Я нервничаю, если приходится ждать
440|Я стараюсь запоминать интересные истории, чтобы потом рассказывать их другим
441|Мне нравятся высокие мужчины
442|У меня бывали периоды, когда я терял сон из-за волнений
443|Я готова отказаться от задуманного, если окружающие считают, что я начала это делать не так
444|Я не пытаюсь поправлять людей, которые высказывают ошибочные суждения
445|В юности (или в детстве) я любила яркие, волнующие переживания
446|Я бы предпочела играть в карты, домино или другие игры на небольшую ставку
447|Я готова на все, чтобы победить в споре
448|Мне неприятно, если посторонние лица на улице, в магазине или в автобусе наблюдают за мной
449|Мне нравятся общественные мероприятия, где я могу побыть среди людей
450|Мне нравится волнение возбужденной толпы
451|Мои заботы исчезают, когда я попадаю в компанию веселых друзей
452|Я люблю подшучивать над людьми
453|В детстве я не стремилась быть членом уличной компании
454|Я бы могла жить счастливо одна в избушке среди лесов и гор
455|Большей частью я не в курсе сплетен и разговоров окружающих меня людей
456|Не следует наказывать людей, нарушающих те законы, которые они считают неразумными
457|Я считаю, что люди никогда не должны прикасаться к спиртному
458|Мужчина, который больше всего занимался со мной в детстве (отец, отчим или другой человек), был со мной строг
459|У меня есть, по крайней мере, одна дурная привычка, которая настолько сильна, что нет возможности с ней бороться
460|Я пью алкогольные напитки умеренно (или совсем не пью)
461|Мне трудно отложить начатую работу даже ненадолго
462|Номер этого пункта следует обвести кружочком
463|Я любила играть в «классы» или скакать через веревку
464|Номер этого пункта следует обвести кружочком
465|Мне не раз случалось менять свое отношение к своей профессии
466|Я всегда принимаю лекарства или снотворные таблетки только по назначению врача
467|Я часто запоминаю ненужные номера (например, номера машин)
468|Я часто жалею, что была такой упрямой и ворчливой
469|Я часто встречала людей, завидовавших моим идеям только потому, что они пришли в голову не им первым
470|Темы, связанные с половым вопросом, вызывают у меня отвращение
471|Мои отметки в школе систематически были плохими
472|Я испытываю непреодолимое влечение к огню
473|По мере возможности я стараюсь избегать большого скопления людей
474|Номер этого пункта следует обвести кружочком
475|Оказавшись «припертым к стене», я говорю лишь ту часть правды, которая мне не повредит
476|Я призвана совершить великую миссию
477|Если бы я попала в беду вместе со своими друзьями, виновными в той же степени, что и я, я скорее предпочла бы взять всю вину на себя, чем выдать их
478|Я никогда особенно не волновалась из-за неприятностей, которые случались с членами моей семьи
479|Я охотно знакомлюсь с новыми людьми
480|Я боюсь темноты
481|Бывали случаи, когда я притворялась больной, чтобы избежать чего-либо
482|В трамваях, автобусах и другом транспорте я часто разговариваю с незнакомыми людьми
483|Я верю в чудеса
484|У меня есть недостатки, которые настолько значительны, что лучше принять их как есть и пытаться контролировать, чем стараться искоренить
485|Мужчина, находясь в обществе женщины, обычно думает о вещах, связанных с ее полом
486|Я никогда не замечала крови в своей моче
487|Я быстро бросаю дело, если оно идет плохо
488|Я бы хотела, чтобы моя судьба была благосклонной ко мне
489|Я сочувствую людям, которые склонны застревать на своих бедах и огорчениях
490|Я люблю читать книги, помогающие правильно жить и понимать смысл жизни
491|Меня раздражают люди, которые считают, что их понимание смысла жизни единственно верное
492|Меня страшит мысль о возможности землетрясения
493|Я скорее предпочту работу, требующую пристального внимания, чем такую, при которой можно быть небрежным
494|Я боюсь находиться в маленьком закрытом помещении
495|Обычно я действую в открытую, если считаю важным поправить кого-нибудь
496|У меня никогда не двоится в глазах
497|Я люблю приключенческие рассказы
498|Лучше всегда говорить правду
499|Я должна признать, что временами волнуюсь без причины из-за того, что в действительности не имеет значения
500|Я готова на все ради хорошей идеи
501|В работе я предпочитаю сам находить решение, а не следовать указаниям других
502|Я люблю, чтобы окружающие знали мое мнение
503|Я не склонна давать категорические оценки поступкам окружающих
504|Я не считаю нужным скрывать свое презрение или отрицательное мнение о ком-либо
505|Бывают периоды, когда я чувствую себя настолько полным сил, что, казалось бы, могла обходиться без сна по нескольку суток
506|Я человек нервный и легко возбудимый
507|Я часто работал под руководством таких людей, которые ставили себе в заслугу все достижения и сваливали все упущения и недостатки на подчиненных
508|Думаю, что я различаю запахи так же хорошо, как и другие люди
509|Иногда мне бывает трудно отстаивать свои права из-за моей несдержанности
510|Всякая грязь пугает меня или вызывает отвращение
511|У меня есть мир мечтаний, о котором я никому не говорю
512|Я не люблю мыться в ванной
513|Мне больше нравится работать с руководителем, дающим строгие четкие указания, чем с руководителем, предоставляющим большую свободу
514|Мне нравятся мужеподобные женщины
515|В моем доме всегда было все самое необходимое (достаточное количество еды, одежды и других вещей)
